,Algorithm,Graph name,k,Found result,Time (perf)
2778,Branching BFS,Petersen,9,True,61517800
2779,Branching BFS,Petersen,10,True,55315900
2780,Branching BFS,Petersen,1,False,1040800
2781,Branching BFS,Petersen,2,False,2759700
2782,Branching BFS,Petersen,3,False,3658100
2783,Branching BFS,Petersen,4,False,4929600
2784,Branching BFS,Petersen,5,False,10624400
2785,Branching BFS,Petersen,6,False,33080600
2786,Branching BFS,Petersen,7,False,55092500
2787,Branching BFS,Petersen,8,True,67102300
2788,Branching BFS,Petersen,9,True,52606400
2789,Branching BFS,Petersen,10,True,54805400
2790,Branching BFS,Petersen,1,False,1030800
2791,Branching BFS,Petersen,2,False,2682000
2792,Branching BFS,Petersen,3,False,6031200
2793,Branching BFS,Petersen,4,False,10832500
2794,Branching BFS,Petersen,5,False,16988400
2795,Branching BFS,Petersen,6,False,18139400
2796,Branching BFS,Petersen,7,False,25895700
2797,Branching BFS,Petersen,8,True,42606200
2798,Branching BFS,Petersen,9,True,58194400
2799,Branching BFS,Petersen,10,True,71954700
2800,Branching BFS,Petersen,1,False,1109000
2801,Branching BFS,Petersen,2,False,2727500
2802,Branching BFS,Petersen,3,False,6199000
2803,Branching BFS,Petersen,4,False,11096500
2804,Branching BFS,Petersen,5,False,16503900
2805,Branching BFS,Petersen,6,False,30498900
2806,Branching BFS,Petersen,7,False,44419000
2807,Branching BFS,Petersen,8,True,66769700
2808,Branching BFS,Petersen,9,True,59381100
2809,Branching BFS,Petersen,10,True,40307500
2810,Branching BFS,Petersen,1,False,1000000
2811,Branching BFS,Petersen,2,False,2612700
2812,Branching BFS,Petersen,3,False,5526500
2813,Branching BFS,Petersen,4,False,10087200
2814,Branching BFS,Petersen,5,False,11684600
2815,Branching BFS,Petersen,6,False,30919000
2816,Branching BFS,Petersen,7,False,48152900
2817,Branching BFS,Petersen,8,True,49119500
2818,Branching BFS,Petersen,9,True,55273300
2819,Branching BFS,Petersen,10,True,59782500
2820,Branching BFS,Petersen,1,False,1008800
2821,Branching BFS,Petersen,2,False,2075800
2822,Branching BFS,Petersen,3,False,3140200
2823,Branching BFS,Petersen,4,False,6453200
2824,Branching BFS,Petersen,5,False,18603700
2825,Branching BFS,Petersen,6,False,24729400
2826,Branching BFS,Petersen,7,False,39072100
2827,Branching BFS,Petersen,8,True,71600900
2828,Branching BFS,Petersen,9,True,60969200
2829,Branching BFS,Petersen,10,True,84414900
2830,Branching BFS,Petersen,1,False,901200
2831,Branching BFS,Petersen,2,False,2696600
2832,Branching BFS,Petersen,3,False,4085400
2833,Branching BFS,Petersen,4,False,9152600
2834,Branching BFS,Petersen,5,False,13013100
2835,Branching BFS,Petersen,6,False,22822500
2836,Branching BFS,Petersen,7,False,26288000
2837,Branching BFS,Petersen,8,True,59515000
2838,Branching BFS,Petersen,9,True,39561900
2839,Branching BFS,Petersen,10,True,35660800
2840,Branching BFS,Petersen,1,False,452300
2841,Branching BFS,Petersen,2,False,707100
2842,Branching BFS,Petersen,3,False,1365800
2843,Branching BFS,Petersen,4,False,2722400
2844,Branching BFS,Petersen,5,False,4873800
2845,Branching BFS,Petersen,6,False,19688800
2846,Branching BFS,Petersen,7,False,40611700
2847,Branching BFS,Petersen,8,True,78999300
2848,Branching BFS,Petersen,9,True,88458700
2849,Branching BFS,Petersen,10,True,39794100
2850,Branching BFS,Petersen,1,False,516100
2851,Branching BFS,Petersen,2,False,1321500
2852,Branching BFS,Petersen,3,False,4376500
2853,Branching BFS,Petersen,4,False,11159800
2854,Branching BFS,Petersen,5,False,11936100
2855,Branching BFS,Petersen,6,False,31400900
2856,Branching BFS,Petersen,7,False,55027700
2857,Branching BFS,Petersen,8,True,71420300
2858,Branching BFS,Petersen,9,True,58526700
2859,Branching BFS,Petersen,10,True,46595100
2860,Branching BFS,Petersen,1,False,1158900
2861,Branching BFS,Petersen,2,False,2857900
2862,Branching BFS,Petersen,3,False,4286200
2863,Branching BFS,Petersen,4,False,10383500
2864,Branching BFS,Petersen,5,False,18168200
2865,Branching BFS,Petersen,6,False,18237700
2866,Branching BFS,Petersen,7,False,33429800
2867,Branching BFS,Petersen,8,True,68472700
2868,Branching BFS,Petersen,9,True,64971500
2869,Branching BFS,Petersen,10,True,82707800
2870,Branching BFS,Petersen,1,False,1044600
2871,Branching BFS,Petersen,2,False,2647100
2872,Branching BFS,Petersen,3,False,3361100
2873,Branching BFS,Petersen,4,False,5495900
2874,Branching BFS,Petersen,5,False,11421300
2875,Branching BFS,Petersen,6,False,22318100
2876,Branching BFS,Petersen,7,False,44930600
2877,Branching BFS,Petersen,8,True,49345100
2878,Branching BFS,Petersen,9,True,52592700
2879,Branching BFS,Petersen,10,True,52890600
2880,Branching BFS,Petersen,1,False,1043000
2881,Branching BFS,Petersen,2,False,2799600
2882,Branching BFS,Petersen,3,False,5769500
2883,Branching BFS,Petersen,4,False,8532800
2884,Branching BFS,Petersen,5,False,16186900
2885,Branching BFS,Petersen,6,False,32562200
2886,Branching BFS,Petersen,7,False,42862200
2887,Branching BFS,Petersen,8,True,60870600
2888,Branching BFS,Petersen,9,True,54859500
2889,Branching BFS,Petersen,10,True,46454900
2890,Branching BFS,Petersen,1,False,1027900
2891,Branching BFS,Petersen,2,False,2600100
2892,Branching BFS,Petersen,3,False,3864200
2893,Branching BFS,Petersen,4,False,5047200
2894,Branching BFS,Petersen,5,False,9288700
2895,Branching BFS,Petersen,6,False,23048700
2896,Branching BFS,Petersen,7,False,52178100
2897,Branching BFS,Petersen,8,True,60946600
2898,Branching BFS,Petersen,9,True,42911400
2899,Branching BFS,Petersen,10,True,62094000
2900,Branching BFS,Petersen,1,False,1014800
2901,Branching BFS,Petersen,2,False,2595300
2902,Branching BFS,Petersen,3,False,3329600
2903,Branching BFS,Petersen,4,False,6925800
2904,Branching BFS,Petersen,5,False,9773400
2905,Branching BFS,Petersen,6,False,32233400
2906,Branching BFS,Petersen,7,False,55487400
2907,Branching BFS,Petersen,8,True,64575800
2908,Branching BFS,Petersen,9,True,116552400
2909,Branching BFS,Petersen,10,True,60178800
2910,Branching BFS,Petersen,1,False,455300
2911,Branching BFS,Petersen,2,False,1160100
2912,Branching BFS,Petersen,3,False,2357300
2913,Branching BFS,Petersen,4,False,5193900
2914,Branching BFS,Petersen,5,False,16674300
2915,Branching BFS,Petersen,6,False,20073200
2916,Branching BFS,Petersen,7,False,40014600
2917,Branching BFS,Petersen,8,True,53213800
2918,Branching BFS,Petersen,9,True,75405500
2919,Branching BFS,Petersen,10,True,87872600
2920,Branching BFS,Petersen,1,False,1102400
2921,Branching BFS,Petersen,2,False,2882100
2922,Branching BFS,Petersen,3,False,5926700
2923,Branching BFS,Petersen,4,False,11563700
2924,Branching BFS,Petersen,5,False,20150100
2925,Branching BFS,Petersen,6,False,21788600
2926,Branching BFS,Petersen,7,False,38859900
2927,Branching BFS,Petersen,8,True,57400300
2928,Branching BFS,Petersen,9,True,67112700
2929,Branching BFS,Petersen,10,True,50323800
2930,Branching BFS,Petersen,1,False,1097000
2931,Branching BFS,Petersen,2,False,2878600
2932,Branching BFS,Petersen,3,False,6006800
2933,Branching BFS,Petersen,4,False,9594600
2934,Branching BFS,Petersen,5,False,9485500
2935,Branching BFS,Petersen,6,False,15742000
2936,Branching BFS,Petersen,7,False,40033500
2937,Branching BFS,Petersen,8,True,49017900
2938,Branching BFS,Petersen,9,True,64603600
2939,Branching BFS,Petersen,10,True,39077400
2940,Branching BFS,Petersen,1,False,1015600
2941,Branching BFS,Petersen,2,False,1858000
2942,Branching BFS,Petersen,3,False,2348600
2943,Branching BFS,Petersen,4,False,10515100
2944,Branching BFS,Petersen,5,False,19371200
2945,Branching BFS,Petersen,6,False,31943100
2946,Branching BFS,Petersen,7,False,40650300
2947,Branching BFS,Petersen,8,True,52993800
2948,Branching BFS,Petersen,9,True,50791600
2949,Branching BFS,Petersen,10,True,39681800
2950,Branching BFS,Petersen,1,False,1120700
2951,Branching BFS,Petersen,2,False,2814900
2952,Branching BFS,Petersen,3,False,5908200
2953,Branching BFS,Petersen,4,False,10506500
2954,Branching BFS,Petersen,5,False,13456800
2955,Branching BFS,Petersen,6,False,27585300
2956,Branching BFS,Petersen,7,False,50999600
2957,Branching BFS,Petersen,8,True,77575700
2958,Branching BFS,Petersen,9,True,51525200
2959,Branching BFS,Petersen,10,True,44000800
2960,Branching BFS,Petersen,1,False,457100
2961,Branching BFS,Petersen,2,False,1586600
2962,Branching BFS,Petersen,3,False,2405900
2963,Branching BFS,Petersen,4,False,4893700
2964,Branching BFS,Petersen,5,False,10560800
2965,Branching BFS,Petersen,6,False,22615400
2966,Branching BFS,Petersen,7,False,57831600
2967,Branching BFS,Petersen,8,True,89963100
2968,Branching BFS,Petersen,9,True,50393400
2969,Branching BFS,Petersen,10,True,77515200
2970,Branching BFS,Petersen,1,False,926200
2971,Branching BFS,Petersen,2,False,1448100
2972,Branching BFS,Petersen,3,False,3832700
2973,Branching BFS,Petersen,4,False,6959400
2974,Branching BFS,Petersen,5,False,12697200
2975,Branching BFS,Petersen,6,False,23765100
2976,Branching BFS,Petersen,7,False,37885900
2977,Branching BFS,Petersen,8,True,74037200
2978,Branching BFS,Petersen,9,True,53813500
2979,Branching BFS,Petersen,10,True,50243100
2980,Branching BFS,Petersen,1,False,460000
2981,Branching BFS,Petersen,2,False,1765500
2982,Branching BFS,Petersen,3,False,4278600
2983,Branching BFS,Petersen,4,False,10848400
2984,Branching BFS,Petersen,5,False,18649800
2985,Branching BFS,Petersen,6,False,17910300
2986,Branching BFS,Petersen,7,False,34404000
2987,Branching BFS,Petersen,8,True,53780100
2988,Branching BFS,Petersen,9,True,57235900
2989,Branching BFS,Petersen,10,True,55372600
2990,Branching BFS,Petersen,1,False,529700
2991,Branching BFS,Petersen,2,False,1032900
2992,Branching BFS,Petersen,3,False,1737900
2993,Branching BFS,Petersen,4,False,3983800
2994,Branching BFS,Petersen,5,False,13742000
2995,Branching BFS,Petersen,6,False,25431000
2996,Branching BFS,Petersen,7,False,35969200
2997,Branching BFS,Petersen,8,True,33203700
2998,Branching BFS,Petersen,9,True,32170200
2999,Branching BFS,Petersen,10,True,48972300
3000,Kernelization,Petersen,1,False,694700
3001,Kernelization,Petersen,2,False,613800
3002,Kernelization,Petersen,3,False,548100
3003,Kernelization,Petersen,4,False,5595600
3004,Kernelization,Petersen,5,False,10437600
3005,Kernelization,Petersen,6,True,14114100
3006,Kernelization,Petersen,7,True,14243500
3007,Kernelization,Petersen,8,True,5226800
3008,Kernelization,Petersen,9,True,4408600
3009,Kernelization,Petersen,10,True,6491100
3010,Kernelization,Petersen,1,False,317400
3011,Kernelization,Petersen,2,False,298500
3012,Kernelization,Petersen,3,False,260200
3013,Kernelization,Petersen,4,False,3621100
3014,Kernelization,Petersen,5,False,5847300
3015,Kernelization,Petersen,6,True,5134600
3016,Kernelization,Petersen,7,True,7737800
3017,Kernelization,Petersen,8,True,6695900
3018,Kernelization,Petersen,9,True,5837700
3019,Kernelization,Petersen,10,True,6052500
3020,Kernelization,Petersen,1,False,287700
3021,Kernelization,Petersen,2,False,257300
3022,Kernelization,Petersen,3,False,252300
3023,Kernelization,Petersen,4,False,2307300
3024,Kernelization,Petersen,5,False,4442800
3025,Kernelization,Petersen,6,True,6891800
3026,Kernelization,Petersen,7,True,6636600
3027,Kernelization,Petersen,8,True,7352000
3028,Kernelization,Petersen,9,True,6901800
3029,Kernelization,Petersen,10,True,6189700
3030,Kernelization,Petersen,1,False,248600
3031,Kernelization,Petersen,2,False,256700
3032,Kernelization,Petersen,3,False,280900
3033,Kernelization,Petersen,4,False,3152200
3034,Kernelization,Petersen,5,False,5611300
3035,Kernelization,Petersen,6,True,4799600
3036,Kernelization,Petersen,7,True,7560700
3037,Kernelization,Petersen,8,True,7560700
3038,Kernelization,Petersen,9,True,7758800
3039,Kernelization,Petersen,10,True,7672200
3040,Kernelization,Petersen,1,False,183100
3041,Kernelization,Petersen,2,False,138700
3042,Kernelization,Petersen,3,False,111600
3043,Kernelization,Petersen,4,False,2391800
3044,Kernelization,Petersen,5,False,5463600
3045,Kernelization,Petersen,6,True,6085100
3046,Kernelization,Petersen,7,True,5735200
3047,Kernelization,Petersen,8,True,5775600
3048,Kernelization,Petersen,9,True,6330200
3049,Kernelization,Petersen,10,True,7054800
3050,Kernelization,Petersen,1,False,293700
3051,Kernelization,Petersen,2,False,247300
3052,Kernelization,Petersen,3,False,228300
3053,Kernelization,Petersen,4,False,3966200
3054,Kernelization,Petersen,5,False,5936300
3055,Kernelization,Petersen,6,True,8158400
3056,Kernelization,Petersen,7,True,7980600
3057,Kernelization,Petersen,8,True,8661600
3058,Kernelization,Petersen,9,True,6206900
3059,Kernelization,Petersen,10,True,6419400
3060,Kernelization,Petersen,1,False,257500
3061,Kernelization,Petersen,2,False,269500
3062,Kernelization,Petersen,3,False,199400
3063,Kernelization,Petersen,4,False,2829000
3064,Kernelization,Petersen,5,False,6514900
3065,Kernelization,Petersen,6,True,4150900
3066,Kernelization,Petersen,7,True,4613000
3067,Kernelization,Petersen,8,True,7385200
3068,Kernelization,Petersen,9,True,7312800
3069,Kernelization,Petersen,10,True,7365500
3070,Kernelization,Petersen,1,False,350200
3071,Kernelization,Petersen,2,False,317200
3072,Kernelization,Petersen,3,False,294100
3073,Kernelization,Petersen,4,False,3852300
3074,Kernelization,Petersen,5,False,3034400
3075,Kernelization,Petersen,6,True,3586100
3076,Kernelization,Petersen,7,True,5801300
3077,Kernelization,Petersen,8,True,4521400
3078,Kernelization,Petersen,9,True,5701300
3079,Kernelization,Petersen,10,True,6364700
3080,Kernelization,Petersen,1,False,192400
3081,Kernelization,Petersen,2,False,134200
3082,Kernelization,Petersen,3,False,124700
3083,Kernelization,Petersen,4,False,1592800
3084,Kernelization,Petersen,5,False,2894300
3085,Kernelization,Petersen,6,True,3726200
3086,Kernelization,Petersen,7,True,7432500
3087,Kernelization,Petersen,8,True,7408500
3088,Kernelization,Petersen,9,True,7482400
3089,Kernelization,Petersen,10,True,7376300
3090,Kernelization,Petersen,1,False,319900
3091,Kernelization,Petersen,2,False,211900
3092,Kernelization,Petersen,3,False,127200
3093,Kernelization,Petersen,4,False,2808400
3094,Kernelization,Petersen,5,False,6447300
3095,Kernelization,Petersen,6,True,7526600
3096,Kernelization,Petersen,7,True,6710200
3097,Kernelization,Petersen,8,True,7573300
3098,Kernelization,Petersen,9,True,4400900
3099,Kernelization,Petersen,10,True,3052300
3100,Kernelization,Petersen,1,False,366300
3101,Kernelization,Petersen,2,False,299400
3102,Kernelization,Petersen,3,False,270500
3103,Kernelization,Petersen,4,False,3647600
3104,Kernelization,Petersen,5,False,3267200
3105,Kernelization,Petersen,6,True,6912200
3106,Kernelization,Petersen,7,True,7220700
3107,Kernelization,Petersen,8,True,3075300
3108,Kernelization,Petersen,9,True,4102500
3109,Kernelization,Petersen,10,True,7444700
3110,Kernelization,Petersen,1,False,314100
3111,Kernelization,Petersen,2,False,282600
3112,Kernelization,Petersen,3,False,261400
3113,Kernelization,Petersen,4,False,2202700
3114,Kernelization,Petersen,5,False,3254100
3115,Kernelization,Petersen,6,True,3370600
3116,Kernelization,Petersen,7,True,3385100
3117,Kernelization,Petersen,8,True,3028500
3118,Kernelization,Petersen,9,True,3870100
3119,Kernelization,Petersen,10,True,3790900
3120,Kernelization,Petersen,1,False,208000
3121,Kernelization,Petersen,2,False,294500
3122,Kernelization,Petersen,3,False,285900
3123,Kernelization,Petersen,4,False,2996800
3124,Kernelization,Petersen,5,False,5009500
3125,Kernelization,Petersen,6,True,4998200
3126,Kernelization,Petersen,7,True,4605100
3127,Kernelization,Petersen,8,True,9191200
3128,Kernelization,Petersen,9,True,15022100
3129,Kernelization,Petersen,10,True,15445600
3130,Kernelization,Petersen,1,False,636300
3131,Kernelization,Petersen,2,False,600900
3132,Kernelization,Petersen,3,False,623600
3133,Kernelization,Petersen,4,False,7660300
3134,Kernelization,Petersen,5,False,12302900
3135,Kernelization,Petersen,6,True,12869300
3136,Kernelization,Petersen,7,True,7958400
3137,Kernelization,Petersen,8,True,9024200
3138,Kernelization,Petersen,9,True,8322900
3139,Kernelization,Petersen,10,True,14048100
3140,Kernelization,Petersen,1,False,630600
3141,Kernelization,Petersen,2,False,618300
3142,Kernelization,Petersen,3,False,536400
3143,Kernelization,Petersen,4,False,7515700
3144,Kernelization,Petersen,5,False,13704000
3145,Kernelization,Petersen,6,True,15158400
3146,Kernelization,Petersen,7,True,15191300
3147,Kernelization,Petersen,8,True,12331200
3148,Kernelization,Petersen,9,True,7602400
3149,Kernelization,Petersen,10,True,7753000
3150,Kernelization,Petersen,1,False,636400
3151,Kernelization,Petersen,2,False,597800
3152,Kernelization,Petersen,3,False,534600
3153,Kernelization,Petersen,4,False,5879100
3154,Kernelization,Petersen,5,False,8628700
3155,Kernelization,Petersen,6,True,15339700
3156,Kernelization,Petersen,7,True,10247900
3157,Kernelization,Petersen,8,True,8870300
3158,Kernelization,Petersen,9,True,7782100
3159,Kernelization,Petersen,10,True,8685000
3160,Kernelization,Petersen,1,False,429100
3161,Kernelization,Petersen,2,False,385400
3162,Kernelization,Petersen,3,False,325000
3163,Kernelization,Petersen,4,False,3554600
3164,Kernelization,Petersen,5,False,6325600
3165,Kernelization,Petersen,6,True,7224400
3166,Kernelization,Petersen,7,True,3083100
3167,Kernelization,Petersen,8,True,2998800
3168,Kernelization,Petersen,9,True,5754000
3169,Kernelization,Petersen,10,True,3719300
3170,Kernelization,Petersen,1,False,180600
3171,Kernelization,Petersen,2,False,123300
3172,Kernelization,Petersen,3,False,135500
3173,Kernelization,Petersen,4,False,3137600
3174,Kernelization,Petersen,5,False,3995800
3175,Kernelization,Petersen,6,True,3415000
3176,Kernelization,Petersen,7,True,5438800
3177,Kernelization,Petersen,8,True,7348400
3178,Kernelization,Petersen,9,True,5891700
3179,Kernelization,Petersen,10,True,4087100
3180,Kernelization,Petersen,1,False,186000
3181,Kernelization,Petersen,2,False,351900
3182,Kernelization,Petersen,3,False,270000
3183,Kernelization,Petersen,4,False,3586800
3184,Kernelization,Petersen,5,False,6350800
3185,Kernelization,Petersen,6,True,7433500
3186,Kernelization,Petersen,7,True,7338600
3187,Kernelization,Petersen,8,True,6749300
3188,Kernelization,Petersen,9,True,2987900
3189,Kernelization,Petersen,10,True,4454000
3190,Kernelization,Petersen,1,False,297300
3191,Kernelization,Petersen,2,False,267400
3192,Kernelization,Petersen,3,False,118600
3193,Kernelization,Petersen,4,False,2528800
3194,Kernelization,Petersen,5,False,5260900
3195,Kernelization,Petersen,6,True,7833000
3196,Kernelization,Petersen,7,True,4825300
3197,Kernelization,Petersen,8,True,3605900
3198,Kernelization,Petersen,9,True,3484500
3199,Kernelization,Petersen,10,True,3927300
3200,Kernelization,Petersen,1,False,143300
3201,Kernelization,Petersen,2,False,118600
3202,Kernelization,Petersen,3,False,108300
3203,Kernelization,Petersen,4,False,1427300
3204,Kernelization,Petersen,5,False,4209700
3205,Kernelization,Petersen,6,True,4173400
3206,Kernelization,Petersen,7,True,3863100
3207,Kernelization,Petersen,8,True,3824200
3208,Kernelization,Petersen,9,True,5618600
3209,Kernelization,Petersen,10,True,4913600
3210,Kernelization,Petersen,1,False,156600
3211,Kernelization,Petersen,2,False,467000
3212,Kernelization,Petersen,3,False,120800
3213,Kernelization,Petersen,4,False,2871500
3214,Kernelization,Petersen,5,False,4025000
3215,Kernelization,Petersen,6,True,4438300
3216,Kernelization,Petersen,7,True,3749700
3217,Kernelization,Petersen,8,True,3673500
3218,Kernelization,Petersen,9,True,3392900
3219,Kernelization,Petersen,10,True,3356000
3220,Kernelization,Petersen,1,False,203000
3221,Kernelization,Petersen,2,False,133300
3222,Kernelization,Petersen,3,False,122000
3223,Kernelization,Petersen,4,False,1646900
3224,Kernelization,Petersen,5,False,2897200
3225,Kernelization,Petersen,6,True,3250700
3226,Kernelization,Petersen,7,True,3806800
3227,Kernelization,Petersen,8,True,4107100
3228,Kernelization,Petersen,9,True,4604500
3229,Kernelization,Petersen,10,True,6967300
3230,Kernelization,Petersen,1,False,347900
3231,Kernelization,Petersen,2,False,315800
3232,Kernelization,Petersen,3,False,288300
3233,Kernelization,Petersen,4,False,2383800
3234,Kernelization,Petersen,5,False,2869800
3235,Kernelization,Petersen,6,True,3307500
3236,Kernelization,Petersen,7,True,4167600
3237,Kernelization,Petersen,8,True,3434700
3238,Kernelization,Petersen,9,True,3300700
3239,Kernelization,Petersen,10,True,4065000
3240,Kernelization,Petersen,1,False,249400
3241,Kernelization,Petersen,2,False,193700
3242,Kernelization,Petersen,3,False,214300
3243,Kernelization,Petersen,4,False,3384700
3244,Kernelization,Petersen,5,False,4810000
3245,Kernelization,Petersen,6,True,9468400
3246,Kernelization,Petersen,7,True,8858500
3247,Kernelization,Petersen,8,True,6144300
3248,Kernelization,Petersen,9,True,5359400
3249,Kernelization,Petersen,10,True,4738200
3250,Kernelization,Petersen,1,False,229500
3251,Kernelization,Petersen,2,False,276800
3252,Kernelization,Petersen,3,False,353700
3253,Kernelization,Petersen,4,False,4734900
3254,Kernelization,Petersen,5,False,8135600
3255,Kernelization,Petersen,6,True,8814400
3256,Kernelization,Petersen,7,True,4166200
3257,Kernelization,Petersen,8,True,4332300
3258,Kernelization,Petersen,9,True,4859000
3259,Kernelization,Petersen,10,True,6173100
3260,Kernelization,Petersen,1,False,404100
3261,Kernelization,Petersen,2,False,180400
3262,Kernelization,Petersen,3,False,182300
3263,Kernelization,Petersen,4,False,2285800
3264,Kernelization,Petersen,5,False,5556000
3265,Kernelization,Petersen,6,True,9138200
3266,Kernelization,Petersen,7,True,13094600
3267,Kernelization,Petersen,8,True,15325700
3268,Kernelization,Petersen,9,True,15339900
3269,Kernelization,Petersen,10,True,9389500
3270,Kernelization,Petersen,1,False,293300
3271,Kernelization,Petersen,2,False,354200
3272,Kernelization,Petersen,3,False,539100
3273,Kernelization,Petersen,4,False,7020200
3274,Kernelization,Petersen,5,False,6543500
3275,Kernelization,Petersen,6,True,14345000
3276,Kernelization,Petersen,7,True,14853800
3277,Kernelization,Petersen,8,True,14523400
3278,Kernelization,Petersen,9,True,15888400
3279,Kernelization,Petersen,10,True,15075700
3280,Kernelization,Petersen,1,False,630100
3281,Kernelization,Petersen,2,False,589900
3282,Kernelization,Petersen,3,False,544000
3283,Kernelization,Petersen,4,False,6431500
3284,Kernelization,Petersen,5,False,6364200
3285,Kernelization,Petersen,6,True,6670400
3286,Kernelization,Petersen,7,True,6816600
3287,Kernelization,Petersen,8,True,9049900
3288,Kernelization,Petersen,9,True,15071900
3289,Kernelization,Petersen,10,True,10702100
3290,Kernelization,Petersen,1,False,276900
3291,Kernelization,Petersen,2,False,332400
3292,Kernelization,Petersen,3,False,327700
3293,Kernelization,Petersen,4,False,3457800
3294,Kernelization,Petersen,5,False,5777700
3295,Kernelization,Petersen,6,True,6798600
3296,Kernelization,Petersen,7,True,7350300
3297,Kernelization,Petersen,8,True,6631500
3298,Kernelization,Petersen,9,True,7141800
3299,Kernelization,Petersen,10,True,7126200
3300,Kernelization,Petersen,1,False,297400
3301,Kernelization,Petersen,2,False,294900
3302,Kernelization,Petersen,3,False,505300
3303,Kernelization,Petersen,4,False,3988700
3304,Kernelization,Petersen,5,False,6704900
3305,Kernelization,Petersen,6,True,7296300
3306,Kernelization,Petersen,7,True,11951000
3307,Kernelization,Petersen,8,True,8754100
3308,Kernelization,Petersen,9,True,12131900
3309,Kernelization,Petersen,10,True,14660100
3310,Kernelization,Petersen,1,False,397400
3311,Kernelization,Petersen,2,False,592200
3312,Kernelization,Petersen,3,False,533100
3313,Kernelization,Petersen,4,False,4092800
3314,Kernelization,Petersen,5,False,5630900
3315,Kernelization,Petersen,6,True,12463600
3316,Kernelization,Petersen,7,True,15199100
3317,Kernelization,Petersen,8,True,15161000
3318,Kernelization,Petersen,9,True,15162600
3319,Kernelization,Petersen,10,True,12966700
3320,Kernelization,Petersen,1,False,487900
3321,Kernelization,Petersen,2,False,473000
3322,Kernelization,Petersen,3,False,348700
3323,Kernelization,Petersen,4,False,2824200
3324,Kernelization,Petersen,5,False,5250300
3325,Kernelization,Petersen,6,True,5179500
3326,Kernelization,Petersen,7,True,4384200
3327,Kernelization,Petersen,8,True,3828900
3328,Kernelization,Petersen,9,True,6229800
3329,Kernelization,Petersen,10,True,7286600
3330,Kernelization,Petersen,1,False,137500
3331,Kernelization,Petersen,2,False,119800
3332,Kernelization,Petersen,3,False,141500
3333,Kernelization,Petersen,4,False,1397900
3334,Kernelization,Petersen,5,False,2870700
3335,Kernelization,Petersen,6,True,4138300
3336,Kernelization,Petersen,7,True,7334400
3337,Kernelization,Petersen,8,True,3779900
3338,Kernelization,Petersen,9,True,3271300
3339,Kernelization,Petersen,10,True,7114500
3340,Kernelization,Petersen,1,False,191700
3341,Kernelization,Petersen,2,False,187300
3342,Kernelization,Petersen,3,False,115600
3343,Kernelization,Petersen,4,False,1433300
3344,Kernelization,Petersen,5,False,3354500
3345,Kernelization,Petersen,6,True,2903800
3346,Kernelization,Petersen,7,True,3179100
3347,Kernelization,Petersen,8,True,2886700
3348,Kernelization,Petersen,9,True,2798200
3349,Kernelization,Petersen,10,True,6868500
3350,Kernelization,Petersen,1,False,304600
3351,Kernelization,Petersen,2,False,281900
3352,Kernelization,Petersen,3,False,260100
3353,Kernelization,Petersen,4,False,3536500
3354,Kernelization,Petersen,5,False,6127900
3355,Kernelization,Petersen,6,True,6959200
3356,Kernelization,Petersen,7,True,6839400
3357,Kernelization,Petersen,8,True,3040400
3358,Kernelization,Petersen,9,True,6055700
3359,Kernelization,Petersen,10,True,7424700
3360,Kernelization,Petersen,1,False,314800
3361,Kernelization,Petersen,2,False,303600
3362,Kernelization,Petersen,3,False,259300
3363,Kernelization,Petersen,4,False,3564200
3364,Kernelization,Petersen,5,False,6332200
3365,Kernelization,Petersen,6,True,7326100
3366,Kernelization,Petersen,7,True,7291100
3367,Kernelization,Petersen,8,True,7064700
3368,Kernelization,Petersen,9,True,7154800
3369,Kernelization,Petersen,10,True,7127800
3370,Kernelization,Petersen,1,False,289300
3371,Kernelization,Petersen,2,False,278800
3372,Kernelization,Petersen,3,False,264000
3373,Kernelization,Petersen,4,False,3425000
3374,Kernelization,Petersen,5,False,6301800
3375,Kernelization,Petersen,6,True,7551800
3376,Kernelization,Petersen,7,True,5439800
3377,Kernelization,Petersen,8,True,3399400
3378,Kernelization,Petersen,9,True,7225500
3379,Kernelization,Petersen,10,True,5763200
3380,Kernelization,Petersen,1,False,251000
3381,Kernelization,Petersen,2,False,254400
3382,Kernelization,Petersen,3,False,184500
3383,Kernelization,Petersen,4,False,1683700
3384,Kernelization,Petersen,5,False,3105200
3385,Kernelization,Petersen,6,True,4255500
3386,Kernelization,Petersen,7,True,5688000
3387,Kernelization,Petersen,8,True,3166900
3388,Kernelization,Petersen,9,True,4135100
3389,Kernelization,Petersen,10,True,4259400
3390,Kernelization,Petersen,1,False,143900
3391,Kernelization,Petersen,2,False,119800
3392,Kernelization,Petersen,3,False,111000
3393,Kernelization,Petersen,4,False,2706100
3394,Kernelization,Petersen,5,False,6010900
3395,Kernelization,Petersen,6,True,6869800
3396,Kernelization,Petersen,7,True,7643800
3397,Kernelization,Petersen,8,True,3298200
3398,Kernelization,Petersen,9,True,6095700
3399,Kernelization,Petersen,10,True,8675000
3400,Kernelization,Petersen,1,False,302900
3401,Kernelization,Petersen,2,False,287600
3402,Kernelization,Petersen,3,False,261600
3403,Kernelization,Petersen,4,False,3518200
3404,Kernelization,Petersen,5,False,6414300
3405,Kernelization,Petersen,6,True,3449900
3406,Kernelization,Petersen,7,True,6571600
3407,Kernelization,Petersen,8,True,3384600
3408,Kernelization,Petersen,9,True,3578100
