,Algorithm,Graph name,k,Found result,Time (perf)
6900,Branching DFS Iterative,Florentine Families,6,False,12872300
6901,Branching DFS Iterative,Florentine Families,7,False,31434600
6902,Branching DFS Iterative,Florentine Families,8,False,133231400
6903,Branching DFS Iterative,Florentine Families,9,False,202577600
6904,Branching DFS Iterative,Florentine Families,10,False,227094500
6905,Branching DFS Iterative,Florentine Families,11,True,3766200
6906,Branching DFS Iterative,Florentine Families,12,True,3319100
6907,Branching DFS Iterative,Florentine Families,13,True,3755800
6908,Branching DFS Iterative,Florentine Families,14,True,3497100
6909,Branching DFS Iterative,Florentine Families,15,True,5160100
6910,Branching DFS Iterative,Florentine Families,1,False,853700
6911,Branching DFS Iterative,Florentine Families,2,False,1935600
6912,Branching DFS Iterative,Florentine Families,3,False,4873600
6913,Branching DFS Iterative,Florentine Families,4,False,9922900
6914,Branching DFS Iterative,Florentine Families,5,False,16205400
6915,Branching DFS Iterative,Florentine Families,6,False,37496300
6916,Branching DFS Iterative,Florentine Families,7,False,86166300
6917,Branching DFS Iterative,Florentine Families,8,False,126153700
6918,Branching DFS Iterative,Florentine Families,9,False,200882200
6919,Branching DFS Iterative,Florentine Families,10,False,223669700
6920,Branching DFS Iterative,Florentine Families,11,True,3131600
6921,Branching DFS Iterative,Florentine Families,12,True,3103000
6922,Branching DFS Iterative,Florentine Families,13,True,3410300
6923,Branching DFS Iterative,Florentine Families,14,True,3599200
6924,Branching DFS Iterative,Florentine Families,15,True,3425000
6925,Branching DFS Iterative,Florentine Families,1,False,1342200
6926,Branching DFS Iterative,Florentine Families,2,False,3812100
6927,Branching DFS Iterative,Florentine Families,3,False,3687300
6928,Branching DFS Iterative,Florentine Families,4,False,7871500
6929,Branching DFS Iterative,Florentine Families,5,False,18882000
6930,Branching DFS Iterative,Florentine Families,6,False,46827500
6931,Branching DFS Iterative,Florentine Families,7,False,65807400
6932,Branching DFS Iterative,Florentine Families,8,False,109790300
6933,Branching DFS Iterative,Florentine Families,9,False,192307600
6934,Branching DFS Iterative,Florentine Families,10,False,341151900
6935,Branching DFS Iterative,Florentine Families,11,True,10168400
6936,Branching DFS Iterative,Florentine Families,12,True,9986200
6937,Branching DFS Iterative,Florentine Families,13,True,9983700
6938,Branching DFS Iterative,Florentine Families,14,True,10084200
6939,Branching DFS Iterative,Florentine Families,15,True,8368400
6940,Branching DFS Iterative,Florentine Families,1,False,1688900
6941,Branching DFS Iterative,Florentine Families,2,False,4719600
6942,Branching DFS Iterative,Florentine Families,3,False,3860200
6943,Branching DFS Iterative,Florentine Families,4,False,7881000
6944,Branching DFS Iterative,Florentine Families,5,False,13542100
6945,Branching DFS Iterative,Florentine Families,6,False,29232900
6946,Branching DFS Iterative,Florentine Families,7,False,54308300
6947,Branching DFS Iterative,Florentine Families,8,False,101022800
6948,Branching DFS Iterative,Florentine Families,9,False,203286500
6949,Branching DFS Iterative,Florentine Families,10,False,360993500
6950,Branching DFS Iterative,Florentine Families,11,True,5560400
6951,Branching DFS Iterative,Florentine Families,12,True,4175400
6952,Branching DFS Iterative,Florentine Families,13,True,3347800
6953,Branching DFS Iterative,Florentine Families,14,True,5254200
6954,Branching DFS Iterative,Florentine Families,15,True,5145400
6955,Branching DFS Iterative,Florentine Families,1,False,655100
6956,Branching DFS Iterative,Florentine Families,2,False,1768100
6957,Branching DFS Iterative,Florentine Families,3,False,5539800
6958,Branching DFS Iterative,Florentine Families,4,False,7155100
6959,Branching DFS Iterative,Florentine Families,5,False,23657200
6960,Branching DFS Iterative,Florentine Families,6,False,34053300
6961,Branching DFS Iterative,Florentine Families,7,False,65215300
6962,Branching DFS Iterative,Florentine Families,8,False,84740100
6963,Branching DFS Iterative,Florentine Families,9,False,154563300
6964,Branching DFS Iterative,Florentine Families,10,False,187870500
6965,Branching DFS Iterative,Florentine Families,11,True,3765800
6966,Branching DFS Iterative,Florentine Families,12,True,3723900
6967,Branching DFS Iterative,Florentine Families,13,True,4079500
6968,Branching DFS Iterative,Florentine Families,14,True,3838100
6969,Branching DFS Iterative,Florentine Families,15,True,3710800
6970,Branching DFS Iterative,Florentine Families,1,False,656200
6971,Branching DFS Iterative,Florentine Families,2,False,1529800
6972,Branching DFS Iterative,Florentine Families,3,False,4090700
6973,Branching DFS Iterative,Florentine Families,4,False,7473500
6974,Branching DFS Iterative,Florentine Families,5,False,11072300
6975,Branching DFS Iterative,Florentine Families,6,False,20921000
6976,Branching DFS Iterative,Florentine Families,7,False,39086900
6977,Branching DFS Iterative,Florentine Families,8,False,62477700
6978,Branching DFS Iterative,Florentine Families,9,False,114586800
6979,Branching DFS Iterative,Florentine Families,10,False,260613200
6980,Branching DFS Iterative,Florentine Families,11,True,3800400
6981,Branching DFS Iterative,Florentine Families,12,True,4174500
6982,Branching DFS Iterative,Florentine Families,13,True,3520300
6983,Branching DFS Iterative,Florentine Families,14,True,3377500
6984,Branching DFS Iterative,Florentine Families,15,True,3853300
6985,Branching DFS Iterative,Florentine Families,1,False,745300
6986,Branching DFS Iterative,Florentine Families,2,False,1528300
6987,Branching DFS Iterative,Florentine Families,3,False,3372000
6988,Branching DFS Iterative,Florentine Families,4,False,6888700
6989,Branching DFS Iterative,Florentine Families,5,False,19144900
6990,Branching DFS Iterative,Florentine Families,6,False,26570900
6991,Branching DFS Iterative,Florentine Families,7,False,71923500
6992,Branching DFS Iterative,Florentine Families,8,False,110148400
6993,Branching DFS Iterative,Florentine Families,9,False,214335700
6994,Branching DFS Iterative,Florentine Families,10,False,347113100
6995,Branching DFS Iterative,Florentine Families,11,True,7135300
6996,Branching DFS Iterative,Florentine Families,12,True,7975600
6997,Branching DFS Iterative,Florentine Families,13,True,8113400
6998,Branching DFS Iterative,Florentine Families,14,True,7876800
6999,Branching DFS Iterative,Florentine Families,15,True,7995400
7000,Branching BFS,Florentine Families,1,False,1274400
7001,Branching BFS,Florentine Families,2,False,3438800
7002,Branching BFS,Florentine Families,3,False,4538100
7003,Branching BFS,Florentine Families,4,False,11155000
7004,Branching BFS,Florentine Families,5,False,20907200
7005,Branching BFS,Florentine Families,6,False,27632400
7006,Branching BFS,Florentine Families,7,False,52078600
7007,Branching BFS,Florentine Families,8,False,74516300
7008,Branching BFS,Florentine Families,9,False,204342100
7009,Branching BFS,Florentine Families,10,False,426691900
7010,Branching BFS,Florentine Families,11,True,647550600
7011,Branching BFS,Florentine Families,12,True,628642600
7012,Branching BFS,Florentine Families,13,True,549835100
7013,Branching BFS,Florentine Families,14,True,614286500
7014,Branching BFS,Florentine Families,15,True,548395100
7015,Branching BFS,Florentine Families,1,False,593100
7016,Branching BFS,Florentine Families,2,False,1684300
7017,Branching BFS,Florentine Families,3,False,5226300
7018,Branching BFS,Florentine Families,4,False,6734000
7019,Branching BFS,Florentine Families,5,False,13274000
7020,Branching BFS,Florentine Families,6,False,28377100
7021,Branching BFS,Florentine Families,7,False,49675200
7022,Branching BFS,Florentine Families,8,False,124776800
7023,Branching BFS,Florentine Families,9,False,221573000
7024,Branching BFS,Florentine Families,10,False,287373300
7025,Branching BFS,Florentine Families,11,True,719423400
7026,Branching BFS,Florentine Families,12,True,569455100
7027,Branching BFS,Florentine Families,13,True,599954800
7028,Branching BFS,Florentine Families,14,True,580433200
7029,Branching BFS,Florentine Families,15,True,546481200
7030,Branching BFS,Florentine Families,1,False,1352100
7031,Branching BFS,Florentine Families,2,False,4374200
7032,Branching BFS,Florentine Families,3,False,4113700
7033,Branching BFS,Florentine Families,4,False,8418900
7034,Branching BFS,Florentine Families,5,False,19524500
7035,Branching BFS,Florentine Families,6,False,27872000
7036,Branching BFS,Florentine Families,7,False,70558700
7037,Branching BFS,Florentine Families,8,False,98547800
7038,Branching BFS,Florentine Families,9,False,220758500
7039,Branching BFS,Florentine Families,10,False,313710100
7040,Branching BFS,Florentine Families,11,True,626229600
7041,Branching BFS,Florentine Families,12,True,622047700
7042,Branching BFS,Florentine Families,13,True,680485200
7043,Branching BFS,Florentine Families,14,True,687335800
7044,Branching BFS,Florentine Families,15,True,608287400
7045,Branching BFS,Florentine Families,1,False,601700
7046,Branching BFS,Florentine Families,2,False,2315500
7047,Branching BFS,Florentine Families,3,False,4893600
7048,Branching BFS,Florentine Families,4,False,9424700
7049,Branching BFS,Florentine Families,5,False,24902300
7050,Branching BFS,Florentine Families,6,False,46763300
7051,Branching BFS,Florentine Families,7,False,62159600
7052,Branching BFS,Florentine Families,8,False,114881300
7053,Branching BFS,Florentine Families,9,False,181876100
7054,Branching BFS,Florentine Families,10,False,303023000
7055,Branching BFS,Florentine Families,11,True,525769900
7056,Branching BFS,Florentine Families,12,True,522354900
7057,Branching BFS,Florentine Families,13,True,608543800
7058,Branching BFS,Florentine Families,14,True,647139200
7059,Branching BFS,Florentine Families,15,True,586580400
7060,Branching BFS,Florentine Families,1,False,626100
7061,Branching BFS,Florentine Families,2,False,3211500
7062,Branching BFS,Florentine Families,3,False,8091600
7063,Branching BFS,Florentine Families,4,False,11176000
7064,Branching BFS,Florentine Families,5,False,19168700
7065,Branching BFS,Florentine Families,6,False,24775100
7066,Branching BFS,Florentine Families,7,False,45711500
7067,Branching BFS,Florentine Families,8,False,112099700
7068,Branching BFS,Florentine Families,9,False,242760000
7069,Branching BFS,Florentine Families,10,False,343503700
7070,Branching BFS,Florentine Families,11,True,603187200
7071,Branching BFS,Florentine Families,12,True,452004900
7072,Branching BFS,Florentine Families,13,True,471908400
7073,Branching BFS,Florentine Families,14,True,445047600
7074,Branching BFS,Florentine Families,15,True,479276000
7075,Branching BFS,Florentine Families,1,False,828100
7076,Branching BFS,Florentine Families,2,False,2161600
7077,Branching BFS,Florentine Families,3,False,5609100
7078,Branching BFS,Florentine Families,4,False,9944700
7079,Branching BFS,Florentine Families,5,False,25981000
7080,Branching BFS,Florentine Families,6,False,48476900
7081,Branching BFS,Florentine Families,7,False,75487000
7082,Branching BFS,Florentine Families,8,False,127302400
7083,Branching BFS,Florentine Families,9,False,139632500
7084,Branching BFS,Florentine Families,10,False,279701300
7085,Branching BFS,Florentine Families,11,True,491513400
7086,Branching BFS,Florentine Families,12,True,506415500
7087,Branching BFS,Florentine Families,13,True,442320500
7088,Branching BFS,Florentine Families,14,True,490753800
7089,Branching BFS,Florentine Families,15,True,597748800
7090,Branching BFS,Florentine Families,1,False,913200
7091,Branching BFS,Florentine Families,2,False,2306800
7092,Branching BFS,Florentine Families,3,False,5414700
7093,Branching BFS,Florentine Families,4,False,11607800
7094,Branching BFS,Florentine Families,5,False,24643400
7095,Branching BFS,Florentine Families,6,False,46919200
7096,Branching BFS,Florentine Families,7,False,72091500
7097,Branching BFS,Florentine Families,8,False,110255200
7098,Branching BFS,Florentine Families,9,False,194325300
7099,Branching BFS,Florentine Families,10,False,373873000
7100,Branching BFS,Florentine Families,11,True,536362700
7101,Branching BFS,Florentine Families,12,True,471478200
7102,Branching BFS,Florentine Families,13,True,239167600
7103,Branching BFS,Florentine Families,14,True,253863000
7104,Branching BFS,Florentine Families,15,True,297936500
7105,Branching BFS,Florentine Families,1,False,641400
7106,Branching BFS,Florentine Families,2,False,1673000
7107,Branching BFS,Florentine Families,3,False,3470200
7108,Branching BFS,Florentine Families,4,False,6960000
7109,Branching BFS,Florentine Families,5,False,12686400
7110,Branching BFS,Florentine Families,6,False,25934300
7111,Branching BFS,Florentine Families,7,False,47015900
7112,Branching BFS,Florentine Families,8,False,55611500
7113,Branching BFS,Florentine Families,9,False,139011000
7114,Branching BFS,Florentine Families,10,False,408895500
7115,Branching BFS,Florentine Families,11,True,434969100
7116,Branching BFS,Florentine Families,12,True,383029300
7117,Branching BFS,Florentine Families,13,True,310297000
7118,Branching BFS,Florentine Families,14,True,357612900
7119,Branching BFS,Florentine Families,15,True,413050000
7120,Branching BFS,Florentine Families,1,False,507700
7121,Branching BFS,Florentine Families,2,False,1584700
7122,Branching BFS,Florentine Families,3,False,4225100
7123,Branching BFS,Florentine Families,4,False,5280300
7124,Branching BFS,Florentine Families,5,False,10880300
7125,Branching BFS,Florentine Families,6,False,18221500
7126,Branching BFS,Florentine Families,7,False,23476100
7127,Branching BFS,Florentine Families,8,False,41504200
7128,Branching BFS,Florentine Families,9,False,72744100
7129,Branching BFS,Florentine Families,10,False,295195000
7130,Branching BFS,Florentine Families,11,True,405933400
7131,Branching BFS,Florentine Families,12,True,342170100
7132,Branching BFS,Florentine Families,13,True,404812000
7133,Branching BFS,Florentine Families,14,True,241784400
7134,Branching BFS,Florentine Families,15,True,217358000
7135,Branching BFS,Florentine Families,1,False,469500
7136,Branching BFS,Florentine Families,2,False,1029600
7137,Branching BFS,Florentine Families,3,False,1901700
7138,Branching BFS,Florentine Families,4,False,5834100
7139,Branching BFS,Florentine Families,5,False,9038300
7140,Branching BFS,Florentine Families,6,False,15692100
7141,Branching BFS,Florentine Families,7,False,40482100
7142,Branching BFS,Florentine Families,8,False,76841700
7143,Branching BFS,Florentine Families,9,False,125988000
7144,Branching BFS,Florentine Families,10,False,260886900
7145,Branching BFS,Florentine Families,11,True,565248400
7146,Branching BFS,Florentine Families,12,True,523060100
7147,Branching BFS,Florentine Families,13,True,489694800
7148,Branching BFS,Florentine Families,14,True,578154300
7149,Branching BFS,Florentine Families,15,True,360999700
7150,Branching BFS,Florentine Families,1,False,314600
7151,Branching BFS,Florentine Families,2,False,859100
7152,Branching BFS,Florentine Families,3,False,1716100
7153,Branching BFS,Florentine Families,4,False,4334400
7154,Branching BFS,Florentine Families,5,False,7776800
7155,Branching BFS,Florentine Families,6,False,13412700
7156,Branching BFS,Florentine Families,7,False,24785700
7157,Branching BFS,Florentine Families,8,False,42188000
7158,Branching BFS,Florentine Families,9,False,93201200
7159,Branching BFS,Florentine Families,10,False,325668400
7160,Branching BFS,Florentine Families,11,True,456115900
7161,Branching BFS,Florentine Families,12,True,420498600
7162,Branching BFS,Florentine Families,13,True,547674900
7163,Branching BFS,Florentine Families,14,True,416908500
7164,Branching BFS,Florentine Families,15,True,459519700
7165,Branching BFS,Florentine Families,1,False,1302400
7166,Branching BFS,Florentine Families,2,False,4188900
7167,Branching BFS,Florentine Families,3,False,8432800
7168,Branching BFS,Florentine Families,4,False,14101800
7169,Branching BFS,Florentine Families,5,False,21867200
7170,Branching BFS,Florentine Families,6,False,44047500
7171,Branching BFS,Florentine Families,7,False,47189900
7172,Branching BFS,Florentine Families,8,False,45711800
7173,Branching BFS,Florentine Families,9,False,116702600
7174,Branching BFS,Florentine Families,10,False,288714800
7175,Branching BFS,Florentine Families,11,True,486061100
7176,Branching BFS,Florentine Families,12,True,426617300
7177,Branching BFS,Florentine Families,13,True,495498500
7178,Branching BFS,Florentine Families,14,True,458987000
7179,Branching BFS,Florentine Families,15,True,472156600
7180,Branching BFS,Florentine Families,1,False,1156400
7181,Branching BFS,Florentine Families,2,False,1812500
7182,Branching BFS,Florentine Families,3,False,6950800
7183,Branching BFS,Florentine Families,4,False,8438400
7184,Branching BFS,Florentine Families,5,False,17396300
7185,Branching BFS,Florentine Families,6,False,23940900
7186,Branching BFS,Florentine Families,7,False,45825600
7187,Branching BFS,Florentine Families,8,False,84439200
7188,Branching BFS,Florentine Families,9,False,193321300
7189,Branching BFS,Florentine Families,10,False,372518300
7190,Branching BFS,Florentine Families,11,True,434165300
7191,Branching BFS,Florentine Families,12,True,574169500
7192,Branching BFS,Florentine Families,13,True,484365100
7193,Branching BFS,Florentine Families,14,True,421112000
7194,Branching BFS,Florentine Families,15,True,404556500
7195,Branching BFS,Florentine Families,1,False,1595900
7196,Branching BFS,Florentine Families,2,False,4660600
7197,Branching BFS,Florentine Families,3,False,7359000
7198,Branching BFS,Florentine Families,4,False,11388700
7199,Branching BFS,Florentine Families,5,False,22683100
7200,Branching BFS,Florentine Families,6,False,39408600
7201,Branching BFS,Florentine Families,7,False,57053700
7202,Branching BFS,Florentine Families,8,False,100997100
7203,Branching BFS,Florentine Families,9,False,183622500
7204,Branching BFS,Florentine Families,10,False,370080100
7205,Branching BFS,Florentine Families,11,True,425305300
7206,Branching BFS,Florentine Families,12,True,397047600
7207,Branching BFS,Florentine Families,13,True,495693800
7208,Branching BFS,Florentine Families,14,True,470829200
7209,Branching BFS,Florentine Families,15,True,571804400
7210,Branching BFS,Florentine Families,1,False,943500
7211,Branching BFS,Florentine Families,2,False,3229800
7212,Branching BFS,Florentine Families,3,False,7505800
7213,Branching BFS,Florentine Families,4,False,18094400
7214,Branching BFS,Florentine Families,5,False,23812700
7215,Branching BFS,Florentine Families,6,False,39636700
7216,Branching BFS,Florentine Families,7,False,79179300
7217,Branching BFS,Florentine Families,8,False,118755300
7218,Branching BFS,Florentine Families,9,False,161759600
7219,Branching BFS,Florentine Families,10,False,325315600
7220,Branching BFS,Florentine Families,11,True,595802900
7221,Branching BFS,Florentine Families,12,True,475207200
7222,Branching BFS,Florentine Families,13,True,712534300
7223,Branching BFS,Florentine Families,14,True,469040900
7224,Branching BFS,Florentine Families,15,True,498404100
7225,Branching BFS,Florentine Families,1,False,1815400
7226,Branching BFS,Florentine Families,2,False,5549200
7227,Branching BFS,Florentine Families,3,False,8405000
7228,Branching BFS,Florentine Families,4,False,10381400
7229,Branching BFS,Florentine Families,5,False,21244800
7230,Branching BFS,Florentine Families,6,False,43601900
7231,Branching BFS,Florentine Families,7,False,82883700
7232,Branching BFS,Florentine Families,8,False,158023800
7233,Branching BFS,Florentine Families,9,False,182425300
7234,Branching BFS,Florentine Families,10,False,406555900
7235,Branching BFS,Florentine Families,11,True,668605200
7236,Branching BFS,Florentine Families,12,True,512967600
7237,Branching BFS,Florentine Families,13,True,612854500
7238,Branching BFS,Florentine Families,14,True,566889400
7239,Branching BFS,Florentine Families,15,True,583619000
7240,Branching BFS,Florentine Families,1,False,641800
7241,Branching BFS,Florentine Families,2,False,1896600
7242,Branching BFS,Florentine Families,3,False,3658700
7243,Branching BFS,Florentine Families,4,False,9324200
7244,Branching BFS,Florentine Families,5,False,26502100
7245,Branching BFS,Florentine Families,6,False,40011100
7246,Branching BFS,Florentine Families,7,False,62524100
7247,Branching BFS,Florentine Families,8,False,115751200
7248,Branching BFS,Florentine Families,9,False,244671700
7249,Branching BFS,Florentine Families,10,False,302433500
7250,Branching BFS,Florentine Families,11,True,514675800
7251,Branching BFS,Florentine Families,12,True,458446300
7252,Branching BFS,Florentine Families,13,True,673504900
7253,Branching BFS,Florentine Families,14,True,573835200
7254,Branching BFS,Florentine Families,15,True,573171900
7255,Branching BFS,Florentine Families,1,False,426300
7256,Branching BFS,Florentine Families,2,False,849900
7257,Branching BFS,Florentine Families,3,False,2085000
7258,Branching BFS,Florentine Families,4,False,5740000
7259,Branching BFS,Florentine Families,5,False,6956700
7260,Branching BFS,Florentine Families,6,False,21368800
7261,Branching BFS,Florentine Families,7,False,57343200
7262,Branching BFS,Florentine Families,8,False,140317100
7263,Branching BFS,Florentine Families,9,False,250254300
7264,Branching BFS,Florentine Families,10,False,397028300
7265,Branching BFS,Florentine Families,11,True,588695900
7266,Branching BFS,Florentine Families,12,True,614197700
7267,Branching BFS,Florentine Families,13,True,575556100
7268,Branching BFS,Florentine Families,14,True,575963200
7269,Branching BFS,Florentine Families,15,True,549544500
7270,Branching BFS,Florentine Families,1,False,1087900
7271,Branching BFS,Florentine Families,2,False,2399600
7272,Branching BFS,Florentine Families,3,False,5483200
7273,Branching BFS,Florentine Families,4,False,10644100
7274,Branching BFS,Florentine Families,5,False,26520600
7275,Branching BFS,Florentine Families,6,False,52325400
7276,Branching BFS,Florentine Families,7,False,80873100
7277,Branching BFS,Florentine Families,8,False,134664200
7278,Branching BFS,Florentine Families,9,False,456958700
7279,Branching BFS,Florentine Families,10,False,543241800
7280,Branching BFS,Florentine Families,11,True,641482500
7281,Branching BFS,Florentine Families,12,True,798737600
7282,Branching BFS,Florentine Families,13,True,525962500
7283,Branching BFS,Florentine Families,14,True,413071000
7284,Branching BFS,Florentine Families,15,True,362026600
7285,Branching BFS,Florentine Families,1,False,955300
7286,Branching BFS,Florentine Families,2,False,2107700
7287,Branching BFS,Florentine Families,3,False,4268600
7288,Branching BFS,Florentine Families,4,False,8724500
7289,Branching BFS,Florentine Families,5,False,15332600
7290,Branching BFS,Florentine Families,6,False,22375600
7291,Branching BFS,Florentine Families,7,False,41707400
7292,Branching BFS,Florentine Families,8,False,182521500
7293,Branching BFS,Florentine Families,9,False,247626600
7294,Branching BFS,Florentine Families,10,False,598336200
7295,Branching BFS,Florentine Families,11,True,630380700
7296,Branching BFS,Florentine Families,12,True,557903500
7297,Branching BFS,Florentine Families,13,True,567179700
7298,Branching BFS,Florentine Families,14,True,488112700
7299,Branching BFS,Florentine Families,15,True,575706800
7300,Branching BFS,Florentine Families,1,False,1475200
7301,Branching BFS,Florentine Families,2,False,4093700
7302,Branching BFS,Florentine Families,3,False,8074800
7303,Branching BFS,Florentine Families,4,False,16612300
7304,Branching BFS,Florentine Families,5,False,24668100
7305,Branching BFS,Florentine Families,6,False,23495800
7306,Branching BFS,Florentine Families,7,False,129828100
7307,Branching BFS,Florentine Families,8,False,128733100
7308,Branching BFS,Florentine Families,9,False,197794200
7309,Branching BFS,Florentine Families,10,False,369936200
7310,Branching BFS,Florentine Families,11,True,479626600
7311,Branching BFS,Florentine Families,12,True,566505900
7312,Branching BFS,Florentine Families,13,True,542941200
7313,Branching BFS,Florentine Families,14,True,569141200
7314,Branching BFS,Florentine Families,15,True,534989300
7315,Branching BFS,Florentine Families,1,False,723600
7316,Branching BFS,Florentine Families,2,False,1372400
7317,Branching BFS,Florentine Families,3,False,2883500
7318,Branching BFS,Florentine Families,4,False,7926700
7319,Branching BFS,Florentine Families,5,False,24689100
7320,Branching BFS,Florentine Families,6,False,92585700
7321,Branching BFS,Florentine Families,7,False,44656100
7322,Branching BFS,Florentine Families,8,False,78502700
7323,Branching BFS,Florentine Families,9,False,176879500
7324,Branching BFS,Florentine Families,10,False,277138600
7325,Branching BFS,Florentine Families,11,True,491989600
7326,Branching BFS,Florentine Families,12,True,568451300
7327,Branching BFS,Florentine Families,13,True,483590800
7328,Branching BFS,Florentine Families,14,True,470482600
7329,Branching BFS,Florentine Families,15,True,653072400
7330,Branching BFS,Florentine Families,1,False,793600
7331,Branching BFS,Florentine Families,2,False,2353800
7332,Branching BFS,Florentine Families,3,False,4321500
7333,Branching BFS,Florentine Families,4,False,8581200
7334,Branching BFS,Florentine Families,5,False,20363400
7335,Branching BFS,Florentine Families,6,False,48058700
7336,Branching BFS,Florentine Families,7,False,89863300
7337,Branching BFS,Florentine Families,8,False,96223500
7338,Branching BFS,Florentine Families,9,False,190777400
7339,Branching BFS,Florentine Families,10,False,380055800
7340,Branching BFS,Florentine Families,11,True,546396100
7341,Branching BFS,Florentine Families,12,True,582716500
7342,Branching BFS,Florentine Families,13,True,415124100
7343,Branching BFS,Florentine Families,14,True,529461500
7344,Branching BFS,Florentine Families,15,True,903354600
7345,Branching BFS,Florentine Families,1,False,1010100
7346,Branching BFS,Florentine Families,2,False,4035500
7347,Branching BFS,Florentine Families,3,False,6223400
7348,Branching BFS,Florentine Families,4,False,10644800
7349,Branching BFS,Florentine Families,5,False,21428800
7350,Branching BFS,Florentine Families,6,False,41748700
7351,Branching BFS,Florentine Families,7,False,74412300
7352,Branching BFS,Florentine Families,8,False,144042000
7353,Branching BFS,Florentine Families,9,False,207173800
7354,Branching BFS,Florentine Families,10,False,380444100
7355,Branching BFS,Florentine Families,11,True,614644200
7356,Branching BFS,Florentine Families,12,True,605867800
7357,Branching BFS,Florentine Families,13,True,533883400
7358,Branching BFS,Florentine Families,14,True,585440700
7359,Branching BFS,Florentine Families,15,True,703904200
7360,Branching BFS,Florentine Families,1,False,962300
7361,Branching BFS,Florentine Families,2,False,1744800
7362,Branching BFS,Florentine Families,3,False,3417600
7363,Branching BFS,Florentine Families,4,False,7812800
7364,Branching BFS,Florentine Families,5,False,17612100
7365,Branching BFS,Florentine Families,6,False,40633600
7366,Branching BFS,Florentine Families,7,False,58325000
7367,Branching BFS,Florentine Families,8,False,88847400
7368,Branching BFS,Florentine Families,9,False,189416600
7369,Branching BFS,Florentine Families,10,False,313801500
7370,Branching BFS,Florentine Families,11,True,541371800
7371,Branching BFS,Florentine Families,12,True,552702800
7372,Branching BFS,Florentine Families,13,True,559545300
7373,Branching BFS,Florentine Families,14,True,599396700
7374,Branching BFS,Florentine Families,15,True,605021800
7375,Branching BFS,Florentine Families,1,False,1396000
7376,Branching BFS,Florentine Families,2,False,3859700
7377,Branching BFS,Florentine Families,3,False,8298300
7378,Branching BFS,Florentine Families,4,False,10409100
7379,Branching BFS,Florentine Families,5,False,20288700
7380,Branching BFS,Florentine Families,6,False,35950200
7381,Branching BFS,Florentine Families,7,False,62461700
7382,Branching BFS,Florentine Families,8,False,109577300
7383,Branching BFS,Florentine Families,9,False,203133100
7384,Branching BFS,Florentine Families,10,False,396286300
7385,Branching BFS,Florentine Families,11,True,506992200
7386,Branching BFS,Florentine Families,12,True,636982100
7387,Branching BFS,Florentine Families,13,True,620677300
7388,Branching BFS,Florentine Families,14,True,481950800
7389,Branching BFS,Florentine Families,15,True,646321000
7390,Branching BFS,Florentine Families,1,False,1467300
7391,Branching BFS,Florentine Families,2,False,3781100
7392,Branching BFS,Florentine Families,3,False,5797700
7393,Branching BFS,Florentine Families,4,False,14394500
7394,Branching BFS,Florentine Families,5,False,24748900
7395,Branching BFS,Florentine Families,6,False,38579600
7396,Branching BFS,Florentine Families,7,False,90086100
7397,Branching BFS,Florentine Families,8,False,146202600
7398,Branching BFS,Florentine Families,9,False,170442400
7399,Branching BFS,Florentine Families,10,False,338125600
7400,Branching BFS,Florentine Families,11,True,626517200
7401,Branching BFS,Florentine Families,12,True,680076800
7402,Branching BFS,Florentine Families,13,True,651400200
7403,Branching BFS,Florentine Families,14,True,614823700
7404,Branching BFS,Florentine Families,15,True,712565300
7405,Branching BFS,Florentine Families,1,False,559300
7406,Branching BFS,Florentine Families,2,False,1892000
7407,Branching BFS,Florentine Families,3,False,3407100
7408,Branching BFS,Florentine Families,4,False,14553000
7409,Branching BFS,Florentine Families,5,False,22575000
7410,Branching BFS,Florentine Families,6,False,47468500
7411,Branching BFS,Florentine Families,7,False,61512500
7412,Branching BFS,Florentine Families,8,False,84351100
7413,Branching BFS,Florentine Families,9,False,196526900
7414,Branching BFS,Florentine Families,10,False,351942500
7415,Branching BFS,Florentine Families,11,True,572044200
7416,Branching BFS,Florentine Families,12,True,639234400
7417,Branching BFS,Florentine Families,13,True,554860900
7418,Branching BFS,Florentine Families,14,True,686299700
7419,Branching BFS,Florentine Families,15,True,672319200
7420,Branching BFS,Florentine Families,1,False,1419800
7421,Branching BFS,Florentine Families,2,False,3965600
7422,Branching BFS,Florentine Families,3,False,8097500
7423,Branching BFS,Florentine Families,4,False,15692300
7424,Branching BFS,Florentine Families,5,False,26141100
7425,Branching BFS,Florentine Families,6,False,49226900
7426,Branching BFS,Florentine Families,7,False,85011900
7427,Branching BFS,Florentine Families,8,False,140824800
7428,Branching BFS,Florentine Families,9,False,226681000
7429,Branching BFS,Florentine Families,10,False,326741500
7430,Branching BFS,Florentine Families,11,True,557719600
7431,Branching BFS,Florentine Families,12,True,668742600
7432,Branching BFS,Florentine Families,13,True,689328800
7433,Branching BFS,Florentine Families,14,True,612640700
7434,Branching BFS,Florentine Families,15,True,642522100
7435,Branching BFS,Florentine Families,1,False,1350300
7436,Branching BFS,Florentine Families,2,False,1852600
7437,Branching BFS,Florentine Families,3,False,6410900
7438,Branching BFS,Florentine Families,4,False,15756800
7439,Branching BFS,Florentine Families,5,False,19311200
7440,Branching BFS,Florentine Families,6,False,46253200
7441,Branching BFS,Florentine Families,7,False,78290000
7442,Branching BFS,Florentine Families,8,False,164149700
